transaction_id,sender_id,receiver_id,amount,timestamp
TXN_03894,ACC_USER_1891,ACC_UBER,410.45,2026-02-18 17:44:00
TXN_07875,ACC_USER_266,ACC_USER_1795,624.37,2026-02-18 18:17:00
TXN_08045,ACC_USER_656,ACC_AMAZON,380.83,2026-02-18 22:07:00
TXN_07853,ACC_USER_98,ACC_NETFLIX,242.23,2026-02-18 11:47:00
TXN_08605,ACC_USER_1866,ACC_USER_1779,515.39,2026-02-18 13:38:00
TXN_00837,ACC_USER_1001,ACC_USER_303,466.98,2026-02-19 03:42:00
TXN_06872,ACC_USER_564,ACC_UBER,69.95,2026-02-19 05:46:00
TXN_00812,ACC_USER_31,ACC_STARBUCKS,406.2,2026-02-18 23:56:00
TXN_04698,ACC_USER_1204,ACC_AMAZON,457.66,2026-02-19 00:07:00
TXN_00096,ACC_SMURF_7_1,ACC_STRUCT_AGG_7,2206.55,2026-02-18 16:25:00
TXN_04579,ACC_USER_1906,ACC_WALMART,419.43,2026-02-18 16:10:00
TXN_00959,ACC_USER_458,ACC_TARGET,236.45,2026-02-18 13:46:00
TXN_00472,ACC_KINGPIN_1,ACC_DROP_1_37,1635.09,2026-02-18 18:12:00
TXN_01636,ACC_USER_1103,ACC_USER_303,981.4,2026-02-19 03:13:00
TXN_00441,ACC_KINGPIN_1,ACC_DROP_1_6,1123.16,2026-02-19 01:31:00
TXN_01296,ACC_USER_425,ACC_UBER,429.01,2026-02-19 07:38:00
TXN_06641,ACC_USER_1882,ACC_AMAZON,278.92,2026-02-19 02:02:00
TXN_09695,ACC_USER_1728,ACC_USER_54,643.6,2026-02-18 18:23:00
TXN_05935,ACC_USER_1061,ACC_AMAZON,243.64,2026-02-19 01:03:00
TXN_08054,ACC_USER_822,ACC_TARGET,393.82,2026-02-19 00:34:00
TXN_09592,ACC_USER_676,ACC_USER_785,529.68,2026-02-19 04:06:00
TXN_09380,ACC_USER_1312,ACC_USER_960,952.95,2026-02-18 21:32:00
TXN_00020,ACC_SMURF_1_4,ACC_STRUCT_AGG_1,2385.83,2026-02-18 10:27:00
TXN_00963,ACC_CORP_PAYROLL_3,ACC_USER_1413,2249.45,2026-02-19 04:10:00
TXN_05290,ACC_USER_885,ACC_WALMART,370.45,2026-02-18 12:17:00
TXN_07964,ACC_USER_1848,ACC_USER_460,671.12,2026-02-18 16:45:00
TXN_07229,ACC_USER_437,ACC_UBER,19.96,2026-02-19 03:36:00
TXN_04360,ACC_USER_1253,ACC_TARGET,340.53,2026-02-19 06:23:00
TXN_03103,ACC_USER_1567,ACC_USER_858,240.74,2026-02-19 07:36:00
TXN_08443,ACC_USER_1257,ACC_UBER,122.08,2026-02-18 18:55:00
TXN_00650,ACC_USER_289,ACC_UBER,338.05,2026-02-18 19:01:00
TXN_00240,ACC_SMURF_17_14,ACC_STRUCT_AGG_17,2476.51,2026-02-18 10:18:00
TXN_07932,ACC_CORP_PAYROLL_2,ACC_USER_560,3570.52,2026-02-18 23:32:00
TXN_02960,ACC_USER_189,ACC_USER_1846,281.56,2026-02-18 10:49:00
TXN_07103,ACC_USER_80,ACC_WALMART,223.49,2026-02-18 14:45:00
TXN_09861,ACC_USER_1145,ACC_USER_884,112.81,2026-02-18 17:15:00
TXN_07636,ACC_USER_1914,ACC_USER_1465,371.0,2026-02-18 18:43:00
TXN_00172,ACC_SMURF_13_0,ACC_STRUCT_AGG_13,2600.11,2026-02-18 14:47:00
TXN_08345,ACC_CORP_PAYROLL_2,ACC_USER_1556,2523.65,2026-02-18 21:52:00
TXN_06887,ACC_USER_880,ACC_USER_208,867.03,2026-02-19 01:47:00
TXN_08245,ACC_USER_88,ACC_STARBUCKS,183.78,2026-02-18 09:29:00
TXN_00251,ACC_SMURF_18_9,ACC_STRUCT_AGG_18,2653.97,2026-02-18 12:47:00
TXN_06989,ACC_USER_1300,ACC_AMAZON,242.87,2026-02-18 18:59:00
TXN_07953,ACC_USER_354,ACC_AMAZON,398.2,2026-02-18 14:46:00
TXN_03717,ACC_USER_1497,ACC_AMAZON,161.26,2026-02-18 15:17:00
TXN_08785,ACC_USER_771,ACC_AMAZON,477.81,2026-02-19 02:53:00
TXN_07963,ACC_USER_884,ACC_USER_1208,640.56,2026-02-19 05:57:00
TXN_06669,ACC_CORP_PAYROLL_5,ACC_USER_1224,2424.63,2026-02-18 15:42:00
TXN_07585,ACC_USER_1022,ACC_STARBUCKS,278.09,2026-02-18 20:06:00
TXN_02648,ACC_USER_1730,ACC_USER_1114,297.7,2026-02-18 17:07:00
TXN_06710,ACC_USER_903,ACC_USER_1170,822.66,2026-02-18 11:13:00
TXN_04378,ACC_USER_639,ACC_NETFLIX,88.74,2026-02-19 00:13:00
TXN_00482,ACC_KINGPIN_2,ACC_DROP_2_9,1846.98,2026-02-18 12:14:00
TXN_06101,ACC_USER_1339,ACC_USER_565,572.65,2026-02-18 09:51:00
TXN_06818,ACC_USER_150,ACC_STARBUCKS,428.76,2026-02-18 20:44:00
TXN_08393,ACC_USER_375,ACC_TARGET,114.71,2026-02-18 14:45:00
TXN_00370,ACC_RING_1_0,ACC_RING_1_1,18086.88,2026-02-18 12:29:00
TXN_09507,ACC_USER_1402,ACC_USER_270,413.23,2026-02-18 16:18:00
TXN_04117,ACC_USER_1498,ACC_USER_1465,873.42,2026-02-18 15:26:00
TXN_01568,ACC_USER_868,ACC_TARGET,10.59,2026-02-19 07:19:00
TXN_02910,ACC_USER_836,ACC_UBER,134.87,2026-02-19 05:33:00
TXN_02225,ACC_USER_74,ACC_NETFLIX,134.71,2026-02-18 16:52:00
TXN_07991,ACC_USER_234,ACC_TARGET,292.1,2026-02-19 03:45:00
TXN_01194,ACC_USER_435,ACC_UBER,276.37,2026-02-19 08:41:00
TXN_06666,ACC_USER_1503,ACC_USER_1800,589.1,2026-02-18 09:27:00
TXN_01944,ACC_USER_1585,ACC_UBER,133.2,2026-02-19 05:27:00
TXN_06405,ACC_USER_1293,ACC_USER_388,923.08,2026-02-18 10:27:00
TXN_08801,ACC_CORP_PAYROLL_4,ACC_USER_1186,3618.42,2026-02-19 07:54:00
TXN_06004,ACC_USER_1516,ACC_USER_1610,80.72,2026-02-18 12:45:00
TXN_04595,ACC_USER_810,ACC_TARGET,302.34,2026-02-19 02:27:00
TXN_01427,ACC_USER_1107,ACC_WALMART,162.4,2026-02-18 09:20:00
TXN_03663,ACC_USER_74,ACC_AMAZON,273.74,2026-02-18 18:39:00
TXN_06933,ACC_USER_941,ACC_USER_1477,828.32,2026-02-19 05:06:00
TXN_00773,ACC_USER_1486,ACC_USER_1601,613.48,2026-02-18 19:30:00
TXN_07490,ACC_USER_1956,ACC_USER_622,916.69,2026-02-18 18:43:00
TXN_05436,ACC_USER_273,ACC_UBER,449.47,2026-02-19 08:27:00
TXN_03621,ACC_CORP_PAYROLL_3,ACC_USER_10,3804.34,2026-02-18 23:20:00
TXN_07663,ACC_USER_123,ACC_USER_315,289.21,2026-02-19 04:07:00
TXN_01282,ACC_USER_367,ACC_TARGET,259.35,2026-02-19 00:24:00
TXN_09279,ACC_USER_1701,ACC_USER_873,28.94,2026-02-18 13:13:00
TXN_04156,ACC_CORP_PAYROLL_4,ACC_USER_600,2505.22,2026-02-18 17:23:00
TXN_03007,ACC_USER_1896,ACC_WALMART,401.56,2026-02-18 22:07:00
TXN_03292,ACC_USER_1213,ACC_USER_553,29.99,2026-02-18 13:35:00
TXN_03314,ACC_USER_1496,ACC_UBER,222.2,2026-02-18 20:31:00
TXN_09053,ACC_USER_1022,ACC_USER_348,708.78,2026-02-18 14:25:00
TXN_09736,ACC_USER_1357,ACC_USER_1785,377.82,2026-02-18 14:04:00
TXN_08371,ACC_USER_787,ACC_USER_806,653.01,2026-02-19 02:17:00
TXN_02028,ACC_USER_1491,ACC_AMAZON,126.67,2026-02-18 15:49:00
TXN_01406,ACC_CORP_PAYROLL_4,ACC_USER_1226,2121.27,2026-02-18 09:10:00
TXN_06295,ACC_USER_429,ACC_AMAZON,164.43,2026-02-19 02:36:00
TXN_00603,ACC_USER_1162,ACC_AMAZON,378.59,2026-02-19 06:21:00
TXN_00394,ACC_RING_7_1,ACC_RING_7_2,16365.68,2026-02-18 18:09:00
TXN_07713,ACC_USER_810,ACC_USER_556,729.48,2026-02-19 06:21:00
TXN_08520,ACC_USER_357,ACC_USER_228,882.78,2026-02-18 22:06:00
TXN_07440,ACC_USER_293,ACC_USER_1207,38.84,2026-02-18 13:22:00
TXN_04171,ACC_USER_62,ACC_WALMART,19.32,2026-02-18 14:31:00
TXN_07220,ACC_CORP_PAYROLL_4,ACC_USER_1301,3710.11,2026-02-18 13:31:00
TXN_04657,ACC_USER_850,ACC_STARBUCKS,359.96,2026-02-19 08:49:00
TXN_08486,ACC_USER_1469,ACC_TARGET,453.62,2026-02-18 16:29:00
TXN_00028,ACC_SMURF_2_1,ACC_STRUCT_AGG_2,2441.11,2026-02-18 18:42:00
TXN_04001,ACC_USER_591,ACC_WALMART,337.32,2026-02-19 01:39:00
TXN_00049,ACC_SMURF_3_8,ACC_STRUCT_AGG_3,2218.11,2026-02-18 17:00:00
TXN_04571,ACC_USER_392,ACC_WALMART,436.4,2026-02-18 13:36:00
TXN_06395,ACC_USER_794,ACC_STARBUCKS,325.2,2026-02-18 17:26:00
TXN_03695,ACC_USER_1087,ACC_USER_913,645.89,2026-02-18 14:42:00
TXN_08406,ACC_USER_203,ACC_USER_1845,706.3,2026-02-18 22:44:00
TXN_04290,ACC_USER_495,ACC_AMAZON,195.81,2026-02-18 11:42:00
TXN_01386,ACC_USER_339,ACC_USER_396,373.61,2026-02-18 10:18:00
TXN_08385,ACC_USER_1144,ACC_STARBUCKS,153.69,2026-02-19 03:33:00
TXN_06082,ACC_USER_508,ACC_USER_1256,778.65,2026-02-18 10:15:00
TXN_02670,ACC_USER_32,ACC_AMAZON,28.79,2026-02-19 05:55:00
TXN_07612,ACC_USER_951,ACC_TARGET,56.58,2026-02-18 15:20:00
TXN_05625,ACC_USER_1029,ACC_UBER,11.46,2026-02-18 17:36:00
TXN_02368,ACC_USER_1845,ACC_USER_927,183.02,2026-02-18 16:43:00
TXN_09901,ACC_USER_996,ACC_USER_617,896.41,2026-02-18 16:38:00
TXN_02400,ACC_USER_938,ACC_UBER,33.37,2026-02-19 06:12:00
TXN_09153,ACC_USER_215,ACC_STARBUCKS,277.12,2026-02-19 06:53:00
TXN_05795,ACC_USER_860,ACC_STARBUCKS,336.52,2026-02-19 08:30:00
TXN_02134,ACC_USER_37,ACC_USER_962,968.57,2026-02-18 14:40:00
TXN_08643,ACC_USER_1018,ACC_USER_936,472.31,2026-02-18 20:00:00
TXN_06177,ACC_USER_1723,ACC_TARGET,76.63,2026-02-19 06:13:00
TXN_01006,ACC_USER_636,ACC_USER_842,23.86,2026-02-18 15:58:00
TXN_01263,ACC_USER_1329,ACC_USER_175,250.19,2026-02-18 16:44:00
TXN_06468,ACC_USER_1252,ACC_AMAZON,16.61,2026-02-18 21:02:00
TXN_04757,ACC_USER_391,ACC_USER_1888,567.89,2026-02-19 04:42:00
TXN_05289,ACC_CORP_PAYROLL_2,ACC_USER_1124,3174.04,2026-02-19 06:57:00
TXN_06671,ACC_USER_1798,ACC_NETFLIX,274.69,2026-02-19 00:06:00
TXN_03254,ACC_CORP_PAYROLL_3,ACC_USER_1667,3410.01,2026-02-19 08:01:00
TXN_03965,ACC_USER_287,ACC_STARBUCKS,82.03,2026-02-18 20:57:00
TXN_02372,ACC_USER_658,ACC_USER_1210,478.14,2026-02-19 03:35:00
TXN_08341,ACC_USER_192,ACC_UBER,368.28,2026-02-19 00:07:00
TXN_09479,ACC_USER_1689,ACC_USER_1104,635.85,2026-02-18 18:18:00
TXN_01389,ACC_USER_1603,ACC_USER_488,688.9,2026-02-19 06:40:00
TXN_09114,ACC_USER_908,ACC_USER_1573,361.8,2026-02-18 19:14:00
TXN_08764,ACC_USER_819,ACC_AMAZON,191.69,2026-02-19 02:57:00
TXN_07312,ACC_CORP_PAYROLL_2,ACC_USER_163,2275.86,2026-02-19 07:53:00
TXN_08346,ACC_USER_29,ACC_WALMART,292.78,2026-02-18 19:17:00
TXN_05334,ACC_USER_758,ACC_NETFLIX,398.67,2026-02-18 14:20:00
TXN_06745,ACC_USER_403,ACC_TARGET,410.99,2026-02-19 02:24:00
TXN_08816,ACC_USER_1789,ACC_STARBUCKS,296.07,2026-02-19 03:13:00
TXN_00597,ACC_USER_376,ACC_USER_235,441.87,2026-02-18 11:17:00
TXN_03236,ACC_USER_1348,ACC_TARGET,72.94,2026-02-19 02:26:00
TXN_04738,ACC_USER_1413,ACC_USER_573,883.38,2026-02-18 17:33:00
TXN_04217,ACC_USER_706,ACC_UBER,449.34,2026-02-19 06:44:00
TXN_07438,ACC_USER_1956,ACC_USER_1893,214.35,2026-02-19 02:31:00
TXN_07506,ACC_USER_322,ACC_TARGET,257.8,2026-02-18 22:52:00
TXN_02334,ACC_USER_1628,ACC_NETFLIX,259.81,2026-02-19 05:38:00
TXN_05807,ACC_USER_499,ACC_UBER,57.57,2026-02-18 13:29:00
TXN_02580,ACC_USER_509,ACC_TARGET,150.71,2026-02-18 14:01:00
TXN_02842,ACC_USER_270,ACC_USER_981,773.82,2026-02-19 08:40:00
TXN_09638,ACC_USER_1744,ACC_USER_484,288.09,2026-02-19 03:07:00
TXN_05846,ACC_USER_989,ACC_USER_322,700.67,2026-02-18 22:58:00
TXN_05364,ACC_USER_1094,ACC_UBER,368.95,2026-02-18 22:30:00
TXN_06692,ACC_USER_556,ACC_NETFLIX,114.19,2026-02-18 22:30:00
TXN_01855,ACC_USER_1915,ACC_TARGET,77.65,2026-02-19 02:42:00
TXN_07960,ACC_USER_1208,ACC_TARGET,267.61,2026-02-19 06:40:00
TXN_02951,ACC_USER_156,ACC_USER_18,286.03,2026-02-18 15:07:00
TXN_06298,ACC_USER_553,ACC_NETFLIX,174.86,2026-02-19 06:51:00
TXN_07375,ACC_USER_1251,ACC_NETFLIX,300.37,2026-02-18 17:29:00
TXN_06857,ACC_USER_1385,ACC_USER_337,977.21,2026-02-18 09:47:00
TXN_07456,ACC_USER_630,ACC_USER_1019,393.34,2026-02-19 03:36:00
TXN_08483,ACC_USER_1030,ACC_USER_217,961.33,2026-02-18 23:46:00
TXN_02568,ACC_USER_96,ACC_WALMART,497.83,2026-02-18 18:55:00
TXN_01286,ACC_USER_1193,ACC_STARBUCKS,28.67,2026-02-19 08:36:00
TXN_09429,ACC_USER_1980,ACC_USER_854,481.16,2026-02-19 05:39:00
TXN_05326,ACC_USER_1580,ACC_AMAZON,429.17,2026-02-19 01:16:00
TXN_04729,ACC_USER_1418,ACC_NETFLIX,471.43,2026-02-19 04:43:00
TXN_08218,ACC_USER_1640,ACC_USER_799,606.83,2026-02-18 20:35:00
TXN_00625,ACC_USER_898,ACC_WALMART,221.33,2026-02-18 17:53:00
TXN_05096,ACC_CORP_PAYROLL_2,ACC_USER_1483,4994.69,2026-02-19 01:11:00
TXN_07841,ACC_USER_661,ACC_UBER,431.23,2026-02-19 03:50:00
TXN_06626,ACC_USER_260,ACC_NETFLIX,167.24,2026-02-18 20:27:00
TXN_01151,ACC_USER_1277,ACC_NETFLIX,339.84,2026-02-18 12:01:00
TXN_08222,ACC_USER_1084,ACC_STARBUCKS,312.16,2026-02-18 13:34:00
TXN_01886,ACC_USER_1620,ACC_USER_1523,40.27,2026-02-18 15:55:00
TXN_04081,ACC_USER_515,ACC_TARGET,405.05,2026-02-19 04:26:00
TXN_03877,ACC_USER_772,ACC_STARBUCKS,288.11,2026-02-18 23:32:00
TXN_09980,ACC_USER_911,ACC_STARBUCKS,85.83,2026-02-18 18:11:00
TXN_05496,ACC_USER_6,ACC_USER_205,900.66,2026-02-18 22:32:00
TXN_08696,ACC_USER_1726,ACC_TARGET,268.22,2026-02-18 10:02:00
TXN_09475,ACC_CORP_PAYROLL_2,ACC_USER_1702,3099.81,2026-02-19 01:42:00
TXN_05250,ACC_USER_1332,ACC_USER_1954,551.88,2026-02-18 15:57:00
TXN_00901,ACC_USER_126,ACC_STARBUCKS,25.6,2026-02-18 16:47:00
TXN_00893,ACC_CORP_PAYROLL_3,ACC_USER_868,2301.25,2026-02-18 17:21:00
TXN_06263,ACC_USER_403,ACC_STARBUCKS,349.86,2026-02-18 12:22:00
TXN_05899,ACC_USER_379,ACC_USER_584,273.42,2026-02-18 15:15:00
TXN_02177,ACC_CORP_PAYROLL_2,ACC_USER_915,2316.88,2026-02-18 09:23:00
TXN_06716,ACC_USER_369,ACC_USER_181,908.0,2026-02-19 01:41:00
TXN_08585,ACC_USER_1932,ACC_WALMART,48.75,2026-02-19 06:09:00
TXN_01821,ACC_USER_151,ACC_AMAZON,164.32,2026-02-18 22:37:00
TXN_07483,ACC_USER_1862,ACC_UBER,280.14,2026-02-18 14:36:00
TXN_02739,ACC_USER_1456,ACC_STARBUCKS,50.73,2026-02-19 00:31:00
TXN_06017,ACC_USER_1613,ACC_TARGET,285.95,2026-02-18 15:10:00
TXN_03364,ACC_USER_1897,ACC_TARGET,62.57,2026-02-18 23:35:00
TXN_02035,ACC_USER_1672,ACC_WALMART,364.75,2026-02-18 17:08:00
TXN_02364,ACC_USER_895,ACC_WALMART,56.73,2026-02-18 18:23:00
TXN_05138,ACC_USER_503,ACC_WALMART,356.82,2026-02-18 12:41:00
TXN_02947,ACC_CORP_PAYROLL_2,ACC_USER_1012,2701.39,2026-02-19 01:37:00
TXN_05560,ACC_USER_974,ACC_UBER,232.31,2026-02-19 02:37:00
TXN_05392,ACC_USER_1270,ACC_USER_638,212.91,2026-02-18 19:06:00
TXN_01136,ACC_CORP_PAYROLL_1,ACC_USER_738,2245.18,2026-02-18 15:59:00
TXN_02440,ACC_USER_1164,ACC_TARGET,239.48,2026-02-19 03:25:00
TXN_01913,ACC_USER_473,ACC_TARGET,470.88,2026-02-18 16:13:00
TXN_00038,ACC_SMURF_2_11,ACC_STRUCT_AGG_2,2643.49,2026-02-18 11:48:00
TXN_07031,ACC_USER_294,ACC_USER_1812,355.79,2026-02-18 22:05:00
TXN_06936,ACC_USER_1396,ACC_TARGET,473.73,2026-02-18 16:25:00
TXN_06290,ACC_USER_247,ACC_STARBUCKS,407.55,2026-02-18 13:01:00
TXN_09841,ACC_USER_263,ACC_UBER,116.63,2026-02-18 10:20:00
TXN_07341,ACC_USER_1258,ACC_STARBUCKS,283.19,2026-02-18 18:51:00
TXN_03639,ACC_USER_1985,ACC_TARGET,315.23,2026-02-18 16:15:00
TXN_02937,ACC_USER_554,ACC_AMAZON,21.06,2026-02-18 18:06:00
TXN_08551,ACC_USER_908,ACC_UBER,442.22,2026-02-18 19:54:00
TXN_01004,ACC_USER_345,ACC_WALMART,227.6,2026-02-19 01:21:00
TXN_03987,ACC_USER_702,ACC_AMAZON,88.92,2026-02-18 21:33:00
TXN_06341,ACC_USER_565,ACC_STARBUCKS,187.75,2026-02-19 00:11:00
TXN_01938,ACC_USER_1446,ACC_AMAZON,43.06,2026-02-19 02:28:00
TXN_03957,ACC_USER_559,ACC_WALMART,55.44,2026-02-18 21:39:00
TXN_02881,ACC_USER_875,ACC_USER_1134,95.09,2026-02-19 08:18:00
TXN_00077,ACC_SMURF_5_10,ACC_STRUCT_AGG_5,2539.09,2026-02-18 14:48:00
TXN_01138,ACC_USER_1730,ACC_USER_1036,146.03,2026-02-19 03:48:00
TXN_07223,ACC_USER_1842,ACC_USER_1043,58.17,2026-02-18 17:34:00
TXN_06366,ACC_USER_559,ACC_WALMART,60.86,2026-02-18 21:05:00
TXN_02799,ACC_USER_118,ACC_TARGET,212.19,2026-02-19 07:28:00
TXN_03534,ACC_USER_1849,ACC_USER_1816,689.88,2026-02-18 15:26:00
TXN_06683,ACC_USER_823,ACC_AMAZON,258.79,2026-02-18 22:12:00
TXN_08980,ACC_USER_1234,ACC_USER_637,55.35,2026-02-19 02:58:00
TXN_06407,ACC_USER_1228,ACC_USER_1129,949.37,2026-02-18 20:18:00
TXN_08465,ACC_USER_913,ACC_STARBUCKS,136.25,2026-02-18 20:10:00
TXN_07702,ACC_USER_1981,ACC_USER_396,716.77,2026-02-19 05:57:00
TXN_09990,ACC_USER_28,ACC_WALMART,416.58,2026-02-19 04:35:00
TXN_03480,ACC_USER_1269,ACC_NETFLIX,216.66,2026-02-18 21:13:00
TXN_08947,ACC_USER_618,ACC_WALMART,283.07,2026-02-18 10:14:00
TXN_04730,ACC_CORP_PAYROLL_3,ACC_USER_420,4834.85,2026-02-18 14:43:00
TXN_06968,ACC_USER_1784,ACC_USER_710,363.08,2026-02-19 00:58:00
TXN_04600,ACC_USER_887,ACC_TARGET,291.28,2026-02-19 05:19:00
TXN_00329,ACC_MULE_31,ACC_SINK_31,6850.84,2026-02-18 14:21:00
TXN_05485,ACC_CORP_PAYROLL_3,ACC_USER_517,2470.82,2026-02-18 12:03:00
TXN_05580,ACC_USER_1372,ACC_TARGET,485.22,2026-02-19 03:20:00
TXN_00611,ACC_USER_1638,ACC_AMAZON,339.5,2026-02-18 13:38:00
TXN_09395,ACC_USER_898,ACC_USER_1453,644.99,2026-02-18 19:17:00
TXN_01381,ACC_USER_1011,ACC_WALMART,234.45,2026-02-18 12:37:00
TXN_01338,ACC_USER_1622,ACC_USER_945,491.41,2026-02-19 02:03:00
TXN_05271,ACC_USER_1979,ACC_USER_1214,587.45,2026-02-18 22:48:00
TXN_07717,ACC_USER_742,ACC_AMAZON,349.16,2026-02-18 10:51:00
TXN_04664,ACC_USER_1849,ACC_USER_242,859.74,2026-02-19 02:14:00
TXN_08013,ACC_USER_1729,ACC_AMAZON,460.58,2026-02-19 06:07:00
TXN_05245,ACC_USER_671,ACC_USER_382,135.4,2026-02-18 16:45:00
TXN_02843,ACC_USER_1652,ACC_STARBUCKS,361.24,2026-02-18 23:05:00
TXN_01565,ACC_USER_1221,ACC_USER_503,541.0,2026-02-18 11:04:00
TXN_05551,ACC_USER_1764,ACC_NETFLIX,409.17,2026-02-19 00:54:00
TXN_03264,ACC_USER_1264,ACC_USER_1325,977.22,2026-02-18 21:38:00
TXN_08462,ACC_USER_1342,ACC_AMAZON,341.55,2026-02-19 00:19:00
TXN_04112,ACC_USER_1496,ACC_USER_1421,835.88,2026-02-18 13:54:00
TXN_00402,ACC_RING_9_1,ACC_RING_9_2,12728.07,2026-02-18 21:10:00
